tax	COT1	COT2	COT3	COT4	COT5	ICO1	OUT1	OUT2	OUT3	OUT4	total
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium ferriligni	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium forestalis	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium iriomotense	14	5	13	24	10	25	7	2	0	4	18
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium jicamae	0	1	0	1	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium lupini	6	12	26	5	0	0	20	10	8	7	13
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium manausense	0	0	0	0	0	0	0	0	0	2	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium murdochi	26	0	11	14	4	0	0	5	0	0	26
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium neotropicale	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium nitroreducens	0	2	2	2	0	12	24	14	8	9	9
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium retamae	0	6	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium tropiciagri	7	0	2	1	0	0	6	0	0	0	7
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium valentinum	7	17	0	5	0	11	10	7	19	6	13
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium yuanmingense	0	5	12	3	5	4	13	2	0	3	3
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Nitrobacter;Nitrobacter hamburgensis	0	0	0	9	0	0	0	2	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas;Rhodopseudomonas palustris	2	2	2	21	23	0	0	0	0	0	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas;Rhodopseudomonas parapalustris	6	9	2	9	4	0	1	0	3	1	7
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas;Rhodopseudomonas pentothenatexigens	0	4	2	6	4	0	12	2	9	1	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas;Rhodopseudomonas pseudopalustris	0	5	2	1	4	0	0	0	1	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Tardiphaga;Tardiphaga robiniae	2	0	0	0	0	4	2	0	0	0	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Variibacter;Variibacter gotjawalensis	34	36	31	40	28	17	93	45	46	66	100
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Notoacmeibacteraceae;Notoacmeibacter;Notoacmeibacter ruber	2	0	1	4	1	0	0	0	1	2	4
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Notoacmeibacteraceae;Zhengella;Zhengella mangrovi	1	3	1	2	0	2	0	2	2	2	3
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Anderseniella;Anderseniella baltica	8	13	19	9	14	9	19	12	24	12	20
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Kaustia;Kaustia mangrovi	4	7	2	2	5	0	10	6	3	8	12
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Parvibaculum;Parvibaculum hydrocarboniclasticum	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Parvibaculum;Parvibaculum lavamentivorans	0	0	3	2	8	0	1	0	0	1	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Parvibaculum;Parvibaculum sedimenti	7	5	3	12	4	0	1	0	0	0	7
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Pyruvatibacter;Pyruvatibacter mobilis	4	1	5	2	1	0	2	4	0	1	5
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Tepidicaulis;Tepidicaulis marinus	1	1	0	1	1	2	0	0	0	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phreatobacteraceae;Phreatobacter;Phreatobacter cathodiphilus	3	5	3	6	0	18	0	0	1	1	4
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phreatobacteraceae;Phreatobacter;Phreatobacter oligotrophus	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phreatobacteraceae;Phreatobacter;Phreatobacter stygius	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aliihoeflea;Aliihoeflea aestuarii	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aminobacter;Aminobacter carboxidus	13	4	6	3	10	10	10	2	6	2	15
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aminobacter;Aminobacter ciceronei	0	2	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aquamicrobium;Aquamicrobium segne	0	0	1	0	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aquamicrobium;Aquamicrobium soli	12	22	12	30	20	4	7	10	12	6	18
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aquibium;Aquibium carbonis	2	0	0	0	0	0	0	0	1	0	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aquibium;Aquibium oceanicum	1	1	0	4	1	0	9	0	3	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Chelativorans;Chelativorans composti	4	2	2	0	2	0	2	0	2	4	8
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Chelativorans;Chelativorans intermedius	1	2	5	2	2	0	4	1	0	1	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Chelativorans;Chelativorans oligotrophicus	1	7	1	3	1	1	0	0	2	1	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Chelativorans;Chelativorans xinjiangense	1	0	0	0	1	2	7	0	2	1	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium abyssinicae	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium amorphae	6	4	10	7	3	1	5	0	2	1	7
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium hawassense	2	2	1	0	1	0	2	1	0	0	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium huakuii	0	3	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium kowhaii	0	0	0	0	2	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium loti	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium mediterraneum	0	11	0	0	10	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium muleiense	1	0	0	1	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium sediminum	1	0	1	0	0	0	2	0	0	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium septentrionale	0	3	0	1	3	1	3	1	0	6	6
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium shonense	0	0	0	3	0	0	0	2	0	1	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium soli	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium tamadayense	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium temperatum	0	0	0	0	0	0	1	0	0	1	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium thiogangeticum	0	0	0	1	0	0	0	1	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium tianshanense	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium xinjiangense	3	15	9	11	12	6	11	1	2	4	7
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Nitratireductor;Nitratireductor aestuarii	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Nitratireductor;Nitratireductor alexandrii	2	3	1	1	0	0	6	0	0	0	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Nitratireductor;Nitratireductor aquibiodomus	3	0	0	3	5	0	2	0	0	0	3
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Nitratireductor;Nitratireductor basaltis	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Nitratireductor;Nitratireductor lacus	2	2	1	1	0	1	2	0	1	0	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Nitratireductor;Nitratireductor shengliensis	7	3	2	7	5	2	1	3	1	0	7
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Paramesorhizobium;Paramesorhizobium deserti	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium catacumbae	0	0	2	2	1	1	1	1	0	1	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium endophyticum	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium pellucidum	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium sophorae	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium zundukense	1	1	2	4	0	1	4	3	0	2	3
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Pseudaminobacter;Pseudaminobacter arsenicus	0	0	0	0	0	2	0	2	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Pseudaminobacter;Pseudaminobacter defluvii	0	0	0	1	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Pseudaminobacter;Pseudaminobacter salicylatoxidans	0	0	1	1	1	0	10	1	0	3	3
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Pseudaminobacter;Pseudaminobacter soli	0	1	1	0	1	1	0	1	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Tianweitania;Tianweitania populi	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Tianweitania;Tianweitania sediminis	0	0	1	2	1	0	3	2	3	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Chthonobacter;Chthonobacter rhizosphaerae	3	1	1	3	3	1	5	1	5	5	8
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Hartmannibacter;Hartmannibacter diazotrophicus	0	0	1	0	0	0	7	1	3	2	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Methylobrevis;Methylobrevis albus	11	14	5	19	9	13	11	7	2	2	13
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Methylobrevis;Methylobrevis pamukkalensis	0	0	0	0	0	0	2	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Mongoliimonas;Mongoliimonas terrestris	1	1	1	0	0	0	1	0	0	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Oharaeibacter;Oharaeibacter diazotrophicus	0	0	0	2	0	0	0	1	2	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Pleomorphomonas;Pleomorphomonas diazotrophica	10	17	0	29	21	46	89	21	44	40	50
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Pleomorphomonas;Pleomorphomonas koreensis	0	0	0	0	0	10	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Pleomorphomonas;Pleomorphomonas oryzae	0	0	0	0	0	0	7	0	0	7	7
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Propylenellaceae;Propylenella;Propylenella binzhouense	8	5	10	6	8	32	115	51	51	71	79
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Reyranellaceae;Reyranella;Reyranella aquatilis	50	95	77	66	79	0	26	14	15	21	71
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Reyranellaceae;Reyranella;Reyranella graminifolii	219	377	275	440	240	39	97	30	60	45	264
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Reyranellaceae;Reyranella;Reyranella massiliensis	168	172	275	247	148	162	417	174	230	226	394
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Reyranellaceae;Reyranella;Reyranella soli	179	224	322	326	161	290	723	288	418	307	486
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Reyranellaceae;Reyranella;Reyranella terrae	18	22	38	30	23	17	25	14	19	18	36
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhabdaerophilaceae;Rhabdaerophilum;Rhabdaerophilum calidifontis	7	5	11	9	5	3	8	8	9	11	18
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Agrobacterium arsenijevicii	0	0	10	0	0	0	6	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Agrobacterium leguminum	2	1	2	2	2	0	0	0	0	0	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Agrobacterium pusense	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Agrobacterium salinitolerans	31	0	0	0	0	0	0	0	0	0	31
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Allorhizobium;Allorhizobium pseudoryzae	0	0	0	0	1	0	1	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Allorhizobium;Allorhizobium taibaishanense	0	0	0	0	0	0	0	0	0	2	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Allorhizobium;Allorhizobium terrae	2	0	0	0	0	0	0	0	1	1	3
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Allorhizobium;Allorhizobium undicola	0	0	0	0	0	0	2	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ciceribacter;Ciceribacter lividus	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ensifer;Ensifer collicola	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Hoeflea;Hoeflea anabaenae	0	1	1	0	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Hoeflea;Hoeflea halophila	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Hoeflea;Hoeflea marina	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Hoeflea;Hoeflea olei	23	12	12	19	14	11	23	9	6	21	44
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Hoeflea;Hoeflea prorocentri	0	0	0	1	0	0	0	0	0	2	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Liberibacter;Liberibacter crescens	4	15	11	15	14	5	10	5	4	5	9
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Mycoplana;Mycoplana dimorpha	0	1	0	0	0	0	1	5	3	9	9
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Neorhizobium;Neorhizobium galegae	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pararhizobium;Pararhizobium arenae	1	1	0	0	0	0	1	0	0	1	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pararhizobium;Pararhizobium haloflavum	2	6	3	0	4	3	0	0	0	1	3
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pararhizobium;Pararhizobium mangrovi	1	0	0	0	0	0	1	0	0	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pararhizobium;Pararhizobium polonicum	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Peteryoungia;Peteryoungia aggregata	55	71	74	129	81	77	36	12	27	16	71
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pseudohoeflea;Pseudohoeflea suaedae	1	0	0	1	0	0	0	0	2	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pseudorhizobium;Pseudorhizobium flavum	4	5	1	6	3	2	2	0	0	0	4
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pseudorhizobium;Pseudorhizobium marinum	0	1	0	1	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium albus	4	0	0	0	0	0	0	0	0	0	4
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium alvei	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium arsenicireducens	2	8	6	3	4	1	1	0	2	0	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium capsici	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium cauense	2	6	6	4	6	1	9	2	5	1	3
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium cellulosilyticum	110	90	60	93	56	25	59	31	49	35	145
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium cremeum	8	7	10	10	2	3	22	1	4	4	12
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium daejeonense	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium deserti	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium ecuadorense	2	1	0	0	1	1	0	0	1	0	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium etli	6	0	0	0	14	3	7	3	0	0	6
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium gallicum	0	0	0	1	1	1	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium giardinii	0	0	1	1	4	0	1	1	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium halophytocola	1	4	4	4	3	1	4	2	7	1	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium indigoferae	0	0	2	2	0	0	1	1	0	3	3
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium leguminosarum	0	0	0	0	2	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium lemnae	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium metallidurans	0	18	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium mongolense	1	1	1	0	1	0	0	1	0	1	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium oryzicola	1	0	0	1	3	5	8	2	7	4	5
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium phaseoli	0	10	3	6	3	3	0	1	4	2	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium pongamiae	1	2	0	2	0	1	4	1	1	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium qilianshanense	0	1	0	0	0	0	0	0	2	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium rhizoryzae	0	0	0	0	3	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium skierniewicense	0	0	0	0	11	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium soli	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium straminoryzae	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium terrae	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium tropici	10	13	12	9	14	10	5	2	8	3	13
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium tumorigenes	0	0	0	0	0	0	1	2	1	2	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium viscosum	1	2	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Shinella;Shinella daejeonensis	0	0	0	0	1	0	0	4	2	2	2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Shinella;Shinella fusca	0	0	0	0	1	0	1	1	2	0	0
